Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Porto de Vigo";"";""
"10/02/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"10/02/2024";"Temperatura media  atura a 1.5m";"11.53";"1";"ºC"
"11/02/2024";"Lluvia";"3.7";"1";"L/m2"
"11/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"11/02/2024";"Temperatura media  atura a 1.5m";"12.42";"1";"ºC"
"12/02/2024";"Lluvia";"4.1";"1";"L/m2"
"12/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"12/02/2024";"Temperatura media  atura a 1.5m";"14.25";"1";"ºC"
"13/02/2024";"Lluvia";"1.9";"1";"L/m2"
"13/02/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"13/02/2024";"Temperatura media  atura a 1.5m";"15.59";"1";"ºC"
"14/02/2024";"Lluvia";"0.4";"1";"L/m2"
"14/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"14/02/2024";"Temperatura media  atura a 1.5m";"18.73";"1";"ºC"
"15/02/2024";"Lluvia";"14.8";"1";"L/m2"
"15/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"15/02/2024";"Temperatura media  atura a 1.5m";"16.21";"1";"ºC"
"16/02/2024";"Lluvia";"0.0";"1";"L/m2"
"16/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"16/02/2024";"Temperatura media  atura a 1.5m";"14.04";"1";"ºC"
"17/02/2024";"Lluvia";"0.0";"1";"L/m2"
"17/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"17/02/2024";"Temperatura media  atura a 1.5m";"13.79";"1";"ºC"
"18/02/2024";"Lluvia";"0.0";"1";"L/m2"
"18/02/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"18/02/2024";"Temperatura media  atura a 1.5m";"14.02";"1";"ºC"
"19/02/2024";"Lluvia";"0.0";"1";"L/m2"
"19/02/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"19/02/2024";"Temperatura media  atura a 1.5m";"17.13";"1";"ºC"
"20/02/2024";"Lluvia";"0.0";"1";"L/m2"
"20/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"20/02/2024";"Temperatura media  atura a 1.5m";"15.45";"1";"ºC"
"21/02/2024";"Lluvia";"0.0";"1";"L/m2"
"21/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"21/02/2024";"Temperatura media  atura a 1.5m";"14.41";"1";"ºC"
"22/02/2024";"Lluvia";"16.8";"1";"L/m2"
"22/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"22/02/2024";"Temperatura media  atura a 1.5m";"13.52";"1";"ºC"
"23/02/2024";"Lluvia";"27.2";"1";"L/m2"
"23/02/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"23/02/2024";"Temperatura media  atura a 1.5m";"11.05";"1";"ºC"
"24/02/2024";"Lluvia";"20.7";"1";"L/m2"
"24/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"24/02/2024";"Temperatura media  atura a 1.5m";"11.63";"1";"ºC"
"25/02/2024";"Lluvia";"18.0";"1";"L/m2"
"25/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"25/02/2024";"Temperatura media  atura a 1.5m";"14.05";"1";"ºC"
"26/02/2024";"Lluvia";"3.0";"1";"L/m2"
"26/02/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"26/02/2024";"Temperatura media  atura a 1.5m";"10.65";"1";"ºC"
"27/02/2024";"Lluvia";"0.0";"1";"L/m2"
"27/02/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"27/02/2024";"Temperatura media  atura a 1.5m";"10.84";"1";"ºC"
"28/02/2024";"Lluvia";"0.0";"1";"L/m2"
"28/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"28/02/2024";"Temperatura media  atura a 1.5m";"12.51";"1";"ºC"
"29/02/2024";"Lluvia";"6.1";"1";"L/m2"
"29/02/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"29/02/2024";"Temperatura media  atura a 1.5m";"12.07";"1";"ºC"
"01/03/2024";"Lluvia";"15.7";"1";"L/m2"
"01/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"01/03/2024";"Temperatura media  atura a 1.5m";"12.14";"1";"ºC"
"02/03/2024";"Lluvia";"22.9";"1";"L/m2"
"02/03/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"02/03/2024";"Temperatura media  atura a 1.5m";"10.93";"1";"ºC"
"03/03/2024";"Lluvia";"5.9";"1";"L/m2"
"03/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"03/03/2024";"Temperatura media  atura a 1.5m";"10.07";"1";"ºC"
"04/03/2024";"Lluvia";"8.4";"1";"L/m2"
"04/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"04/03/2024";"Temperatura media  atura a 1.5m";"12.72";"1";"ºC"
"05/03/2024";"Lluvia";"0.9";"1";"L/m2"
"05/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"05/03/2024";"Temperatura media  atura a 1.5m";"11.47";"1";"ºC"
"06/03/2024";"Lluvia";"0.0";"1";"L/m2"
"06/03/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"06/03/2024";"Temperatura media  atura a 1.5m";"12.82";"1";"ºC"
"07/03/2024";"Lluvia";"10.1";"1";"L/m2"
"07/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"07/03/2024";"Temperatura media  atura a 1.5m";"10.77";"1";"ºC"
"08/03/2024";"Lluvia";"26.7";"1";"L/m2"
"08/03/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"08/03/2024";"Temperatura media  atura a 1.5m";"11.12";"1";"ºC"
"09/03/2024";"Lluvia";"10.6";"1";"L/m2"
"09/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"09/03/2024";"Temperatura media  atura a 1.5m";"10.34";"1";"ºC"
"10/03/2024";"Lluvia";"12.3";"1";"L/m2"
"10/03/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"10/03/2024";"Temperatura media  atura a 1.5m";"12.38";"1";"ºC"
"11/03/2024";"Lluvia";"1.6";"1";"L/m2"
"11/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"11/03/2024";"Temperatura media  atura a 1.5m";"12.09";"1";"ºC"
"12/03/2024";"Lluvia";"0.0";"1";"L/m2"
"12/03/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"12/03/2024";"Temperatura media  atura a 1.5m";"13.12";"1";"ºC"
"13/03/2024";"Lluvia";"0.0";"1";"L/m2"
"13/03/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"13/03/2024";"Temperatura media  atura a 1.5m";"14.52";"1";"ºC"
"14/03/2024";"Lluvia";"0.9";"1";"L/m2"
"14/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"14/03/2024";"Temperatura media  atura a 1.5m";"15.33";"1";"ºC"
"15/03/2024";"Lluvia";"0.0";"1";"L/m2"
"15/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"15/03/2024";"Temperatura media  atura a 1.5m";"14.14";"1";"ºC"
"16/03/2024";"Lluvia";"0.0";"1";"L/m2"
"16/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"16/03/2024";"Temperatura media  atura a 1.5m";"16.07";"1";"ºC"
"17/03/2024";"Lluvia";"0.0";"1";"L/m2"
"17/03/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"17/03/2024";"Temperatura media  atura a 1.5m";"15.38";"1";"ºC"
"18/03/2024";"Lluvia";"0.0";"1";"L/m2"
"18/03/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"18/03/2024";"Temperatura media  atura a 1.5m";"14.78";"1";"ºC"
"19/03/2024";"Lluvia";"0.0";"1";"L/m2"
"19/03/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"19/03/2024";"Temperatura media  atura a 1.5m";"13.41";"1";"ºC"
"20/03/2024";"Lluvia";"0.0";"1";"L/m2"
"20/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"20/03/2024";"Temperatura media  atura a 1.5m";"13.07";"1";"ºC"
"21/03/2024";"Lluvia";"0.0";"1";"L/m2"
"21/03/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"21/03/2024";"Temperatura media  atura a 1.5m";"18.71";"1";"ºC"
"22/03/2024";"Lluvia";"0.0";"1";"L/m2"
"22/03/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"22/03/2024";"Temperatura media  atura a 1.5m";"21.53";"1";"ºC"
"23/03/2024";"Lluvia";"0.0";"1";"L/m2"
"23/03/2024";"Humedad relativa media a 1.5m";"51";"1";"%"
"23/03/2024";"Temperatura media  atura a 1.5m";"19.36";"1";"ºC"
"24/03/2024";"Lluvia";"0.0";"1";"L/m2"
"24/03/2024";"Humedad relativa media a 1.5m";"51";"1";"%"
"24/03/2024";"Temperatura media  atura a 1.5m";"17.00";"1";"ºC"
"25/03/2024";"Lluvia";"3.6";"1";"L/m2"
"25/03/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"25/03/2024";"Temperatura media  atura a 1.5m";"10.77";"1";"ºC"
"26/03/2024";"Lluvia";"21.7";"1";"L/m2"
"26/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"26/03/2024";"Temperatura media  atura a 1.5m";"8.86";"1";"ºC"
"27/03/2024";"Lluvia";"17.3";"1";"L/m2"
"27/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"27/03/2024";"Temperatura media  atura a 1.5m";"11.44";"1";"ºC"
"28/03/2024";"Lluvia";"19.3";"1";"L/m2"
"28/03/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"28/03/2024";"Temperatura media  atura a 1.5m";"10.73";"1";"ºC"
"29/03/2024";"Lluvia";"11.5";"1";"L/m2"
"29/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"29/03/2024";"Temperatura media  atura a 1.5m";"10.57";"1";"ºC"
"30/03/2024";"Lluvia";"30.3";"1";"L/m2"
"30/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"30/03/2024";"Temperatura media  atura a 1.5m";"9.77";"1";"ºC"
"31/03/2024";"Lluvia";"4.2";"1";"L/m2"
"31/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"31/03/2024";"Temperatura media  atura a 1.5m";"10.70";"1";"ºC"
"01/04/2024";"Lluvia";"7.6";"1";"L/m2"
"01/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"01/04/2024";"Temperatura media  atura a 1.5m";"12.82";"1";"ºC"
"02/04/2024";"Lluvia";"4.7";"1";"L/m2"
"02/04/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"02/04/2024";"Temperatura media  atura a 1.5m";"14.78";"1";"ºC"
"03/04/2024";"Lluvia";"0.5";"1";"L/m2"
"03/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"03/04/2024";"Temperatura media  atura a 1.5m";"16.19";"1";"ºC"
"04/04/2024";"Lluvia";"0.0";"1";"L/m2"
"04/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"04/04/2024";"Temperatura media  atura a 1.5m";"16.49";"1";"ºC"
"05/04/2024";"Lluvia";"1.0";"1";"L/m2"
"05/04/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"05/04/2024";"Temperatura media  atura a 1.5m";"20.26";"1";"ºC"
"06/04/2024";"Lluvia";"11.9";"1";"L/m2"
"06/04/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"06/04/2024";"Temperatura media  atura a 1.5m";"15.58";"1";"ºC"
"07/04/2024";"Lluvia";"1.0";"1";"L/m2"
"07/04/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"07/04/2024";"Temperatura media  atura a 1.5m";"14.41";"1";"ºC"
"08/04/2024";"Lluvia";"22.4";"1";"L/m2"
"08/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"08/04/2024";"Temperatura media  atura a 1.5m";"12.69";"1";"ºC"
"09/04/2024";"Lluvia";"0.0";"1";"L/m2"
"09/04/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"09/04/2024";"Temperatura media  atura a 1.5m";"11.99";"1";"ºC"
"10/04/2024";"Lluvia";"0.0";"5";"L/m2"
"10/04/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"10/04/2024";"Temperatura media  atura a 1.5m";"13.82";"1";"ºC"
"11/04/2024";"Lluvia";"0.0";"5";"L/m2"
"11/04/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"11/04/2024";"Temperatura media  atura a 1.5m";"17.74";"1";"ºC"
"12/04/2024";"Lluvia";"0.0";"5";"L/m2"
"12/04/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"12/04/2024";"Temperatura media  atura a 1.5m";"19.83";"1";"ºC"
"13/04/2024";"Lluvia";"0.0";"5";"L/m2"
"13/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"13/04/2024";"Temperatura media  atura a 1.5m";"18.32";"1";"ºC"
"14/04/2024";"Lluvia";"0.0";"5";"L/m2"
"14/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"14/04/2024";"Temperatura media  atura a 1.5m";"18.61";"1";"ºC"
"15/04/2024";"Lluvia";"0.0";"5";"L/m2"
"15/04/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"15/04/2024";"Temperatura media  atura a 1.5m";"17.21";"1";"ºC"
"16/04/2024";"Lluvia";"0.0";"5";"L/m2"
"16/04/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"16/04/2024";"Temperatura media  atura a 1.5m";"16.21";"1";"ºC"
"17/04/2024";"Lluvia";"0.0";"1";"L/m2"
"17/04/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"17/04/2024";"Temperatura media  atura a 1.5m";"16.97";"1";"ºC"
"18/04/2024";"Lluvia";"0.0";"1";"L/m2"
"18/04/2024";"Humedad relativa media a 1.5m";"53";"1";"%"
"18/04/2024";"Temperatura media  atura a 1.5m";"19.38";"1";"ºC"
"19/04/2024";"Lluvia";"0.0";"1";"L/m2"
"19/04/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"19/04/2024";"Temperatura media  atura a 1.5m";"19.09";"1";"ºC"
"20/04/2024";"Lluvia";"0.0";"1";"L/m2"
"20/04/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"20/04/2024";"Temperatura media  atura a 1.5m";"17.24";"1";"ºC"
"21/04/2024";"Lluvia";"0.0";"1";"L/m2"
"21/04/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"21/04/2024";"Temperatura media  atura a 1.5m";"18.89";"1";"ºC"
"22/04/2024";"Lluvia";"0.0";"1";"L/m2"
"22/04/2024";"Humedad relativa media a 1.5m";"50";"1";"%"
"22/04/2024";"Temperatura media  atura a 1.5m";"18.44";"1";"ºC"
"23/04/2024";"Lluvia";"0.0";"1";"L/m2"
"23/04/2024";"Humedad relativa media a 1.5m";"49";"1";"%"
"23/04/2024";"Temperatura media  atura a 1.5m";"16.41";"1";"ºC"
"24/04/2024";"Lluvia";"0.0";"1";"L/m2"
"24/04/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"24/04/2024";"Temperatura media  atura a 1.5m";"15.21";"1";"ºC"
"25/04/2024";"Lluvia";"0.0";"1";"L/m2"
"25/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"25/04/2024";"Temperatura media  atura a 1.5m";"13.46";"1";"ºC"
"26/04/2024";"Lluvia";"9.6";"1";"L/m2"
"26/04/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"26/04/2024";"Temperatura media  atura a 1.5m";"12.46";"1";"ºC"
"27/04/2024";"Lluvia";"4.7";"1";"L/m2"
"27/04/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"27/04/2024";"Temperatura media  atura a 1.5m";"11.42";"1";"ºC"
"28/04/2024";"Lluvia";"0.6";"1";"L/m2"
"28/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"28/04/2024";"Temperatura media  atura a 1.5m";"12.41";"1";"ºC"
"29/04/2024";"Lluvia";"0.0";"1";"L/m2"
"29/04/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"29/04/2024";"Temperatura media  atura a 1.5m";"12.53";"1";"ºC"
"30/04/2024";"Lluvia";"9.7";"1";"L/m2"
"30/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"30/04/2024";"Temperatura media  atura a 1.5m";"13.17";"1";"ºC"
"01/05/2024";"Lluvia";"12.0";"1";"L/m2"
"01/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"01/05/2024";"Temperatura media  atura a 1.5m";"11.28";"1";"ºC"
"02/05/2024";"Lluvia";"3.9";"1";"L/m2"
"02/05/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"02/05/2024";"Temperatura media  atura a 1.5m";"12.65";"1";"ºC"
"03/05/2024";"Lluvia";"6.9";"1";"L/m2"
"03/05/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"03/05/2024";"Temperatura media  atura a 1.5m";"14.72";"1";"ºC"
"04/05/2024";"Lluvia";"16.1";"1";"L/m2"
"04/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"04/05/2024";"Temperatura media  atura a 1.5m";"16.10";"1";"ºC"
"05/05/2024";"Lluvia";"25.3";"1";"L/m2"
"05/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"05/05/2024";"Temperatura media  atura a 1.5m";"14.81";"1";"ºC"
"06/05/2024";"Lluvia";"0.0";"1";"L/m2"
"06/05/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"06/05/2024";"Temperatura media  atura a 1.5m";"13.90";"1";"ºC"
"07/05/2024";"Lluvia";"0.0";"1";"L/m2"
"07/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"07/05/2024";"Temperatura media  atura a 1.5m";"17.03";"1";"ºC"
"08/05/2024";"Lluvia";"0.0";"1";"L/m2"
"08/05/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"08/05/2024";"Temperatura media  atura a 1.5m";"20.56";"1";"ºC"
"09/05/2024";"Lluvia";"0.0";"1";"L/m2"
"09/05/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"09/05/2024";"Temperatura media  atura a 1.5m";"20.23";"1";"ºC"
"10/05/2024";"Lluvia";"0.0";"1";"L/m2"
"10/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"10/05/2024";"Temperatura media  atura a 1.5m";"19.51";"1";"ºC"
"11/05/2024";"Lluvia";"0.0";"1";"L/m2"
"11/05/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"11/05/2024";"Temperatura media  atura a 1.5m";"16.59";"1";"ºC"
"12/05/2024";"Lluvia";"0.0";"1";"L/m2"
"12/05/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"12/05/2024";"Temperatura media  atura a 1.5m";"16.07";"1";"ºC"
"13/05/2024";"Lluvia";"17.9";"1";"L/m2"
"13/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"13/05/2024";"Temperatura media  atura a 1.5m";"15.44";"1";"ºC"
"14/05/2024";"Lluvia";"4.9";"1";"L/m2"
"14/05/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"14/05/2024";"Temperatura media  atura a 1.5m";"13.95";"1";"ºC"
"15/05/2024";"Lluvia";"7.6";"1";"L/m2"
"15/05/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"15/05/2024";"Temperatura media  atura a 1.5m";"13.55";"1";"ºC"
"16/05/2024";"Lluvia";"11.4";"1";"L/m2"
"16/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"16/05/2024";"Temperatura media  atura a 1.5m";"13.37";"1";"ºC"
"17/05/2024";"Lluvia";"0.0";"1";"L/m2"
"17/05/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"17/05/2024";"Temperatura media  atura a 1.5m";"14.21";"1";"ºC"
"18/05/2024";"Lluvia";"4.5";"1";"L/m2"
"18/05/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"18/05/2024";"Temperatura media  atura a 1.5m";"15.24";"1";"ºC"
"19/05/2024";"Lluvia";"0.4";"1";"L/m2"
"19/05/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"19/05/2024";"Temperatura media  atura a 1.5m";"15.82";"1";"ºC"
"20/05/2024";"Lluvia";"0.0";"1";"L/m2"
"20/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"20/05/2024";"Temperatura media  atura a 1.5m";"15.12";"1";"ºC"
"21/05/2024";"Lluvia";"0.6";"1";"L/m2"
"21/05/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"21/05/2024";"Temperatura media  atura a 1.5m";"15.27";"1";"ºC"
"22/05/2024";"Lluvia";"4.7";"1";"L/m2"
"22/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"22/05/2024";"Temperatura media  atura a 1.5m";"15.16";"1";"ºC"
"23/05/2024";"Lluvia";"0.0";"1";"L/m2"
"23/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"23/05/2024";"Temperatura media  atura a 1.5m";"16.22";"1";"ºC"
"24/05/2024";"Lluvia";"0.0";"1";"L/m2"
"24/05/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"24/05/2024";"Temperatura media  atura a 1.5m";"16.15";"1";"ºC"
"25/05/2024";"Lluvia";"5.9";"1";"L/m2"
"25/05/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"25/05/2024";"Temperatura media  atura a 1.5m";"15.77";"1";"ºC"
"26/05/2024";"Lluvia";"0.0";"1";"L/m2"
"26/05/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"26/05/2024";"Temperatura media  atura a 1.5m";"16.11";"1";"ºC"
"27/05/2024";"Lluvia";"0.0";"1";"L/m2"
"27/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"27/05/2024";"Temperatura media  atura a 1.5m";"16.23";"1";"ºC"
"28/05/2024";"Lluvia";"0.0";"1";"L/m2"
"28/05/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"28/05/2024";"Temperatura media  atura a 1.5m";"16.54";"1";"ºC"
"29/05/2024";"Lluvia";"0.0";"1";"L/m2"
"29/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"29/05/2024";"Temperatura media  atura a 1.5m";"18.18";"1";"ºC"
"30/05/2024";"Lluvia";"0.0";"1";"L/m2"
"30/05/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"30/05/2024";"Temperatura media  atura a 1.5m";"22.39";"1";"ºC"
"31/05/2024";"Lluvia";"0.0";"1";"L/m2"
"31/05/2024";"Humedad relativa media a 1.5m";"49";"1";"%"
"31/05/2024";"Temperatura media  atura a 1.5m";"21.64";"1";"ºC"
"01/06/2024";"Lluvia";"0.0";"1";"L/m2"
"01/06/2024";"Humedad relativa media a 1.5m";"53";"1";"%"
"01/06/2024";"Temperatura media  atura a 1.5m";"21.68";"1";"ºC"
"02/06/2024";"Lluvia";"0.0";"1";"L/m2"
"02/06/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"02/06/2024";"Temperatura media  atura a 1.5m";"22.09";"1";"ºC"
"03/06/2024";"Lluvia";"0.0";"1";"L/m2"
"03/06/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"03/06/2024";"Temperatura media  atura a 1.5m";"22.26";"1";"ºC"
"04/06/2024";"Lluvia";"0.0";"1";"L/m2"
"04/06/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"04/06/2024";"Temperatura media  atura a 1.5m";"18.48";"1";"ºC"
"05/06/2024";"Lluvia";"0.0";"1";"L/m2"
"05/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"05/06/2024";"Temperatura media  atura a 1.5m";"17.39";"1";"ºC"
"06/06/2024";"Lluvia";"0.0";"1";"L/m2"
"06/06/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"06/06/2024";"Temperatura media  atura a 1.5m";"19.31";"1";"ºC"
"07/06/2024";"Lluvia";"17.8";"1";"L/m2"
"07/06/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"07/06/2024";"Temperatura media  atura a 1.5m";"23.30";"1";"ºC"
"08/06/2024";"Lluvia";"2.2";"1";"L/m2"
"08/06/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"08/06/2024";"Temperatura media  atura a 1.5m";"19.39";"1";"ºC"
"09/06/2024";"Lluvia";"0.0";"1";"L/m2"
"09/06/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"09/06/2024";"Temperatura media  atura a 1.5m";"19.12";"1";"ºC"
"10/06/2024";"Lluvia";"0.0";"1";"L/m2"
"10/06/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"10/06/2024";"Temperatura media  atura a 1.5m";"19.13";"1";"ºC"
"11/06/2024";"Lluvia";"0.0";"1";"L/m2"
"11/06/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"11/06/2024";"Temperatura media  atura a 1.5m";"18.40";"1";"ºC"
"12/06/2024";"Lluvia";"0.0";"1";"L/m2"
"12/06/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"12/06/2024";"Temperatura media  atura a 1.5m";"18.60";"1";"ºC"
"13/06/2024";"Lluvia";"6.0";"1";"L/m2"
"13/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"13/06/2024";"Temperatura media  atura a 1.5m";"15.97";"1";"ºC"
"14/06/2024";"Lluvia";"4.7";"1";"L/m2"
"14/06/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"14/06/2024";"Temperatura media  atura a 1.5m";"16.81";"1";"ºC"
"15/06/2024";"Lluvia";"0.0";"1";"L/m2"
"15/06/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"15/06/2024";"Temperatura media  atura a 1.5m";"16.55";"1";"ºC"
"16/06/2024";"Lluvia";"6.5";"1";"L/m2"
"16/06/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"16/06/2024";"Temperatura media  atura a 1.5m";"17.72";"1";"ºC"
"17/06/2024";"Lluvia";"18.3";"1";"L/m2"
"17/06/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"17/06/2024";"Temperatura media  atura a 1.5m";"18.32";"1";"ºC"
"18/06/2024";"Lluvia";"4.6";"1";"L/m2"
"18/06/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"18/06/2024";"Temperatura media  atura a 1.5m";"16.95";"1";"ºC"
"19/06/2024";"Lluvia";"0.0";"1";"L/m2"
"19/06/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"19/06/2024";"Temperatura media  atura a 1.5m";"17.50";"1";"ºC"
"20/06/2024";"Lluvia";"0.0";"1";"L/m2"
"20/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"20/06/2024";"Temperatura media  atura a 1.5m";"17.35";"1";"ºC"
"21/06/2024";"Lluvia";"0.0";"1";"L/m2"
"21/06/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"21/06/2024";"Temperatura media  atura a 1.5m";"16.23";"1";"ºC"
"22/06/2024";"Lluvia";"0.0";"1";"L/m2"
"22/06/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"22/06/2024";"Temperatura media  atura a 1.5m";"17.75";"1";"ºC"
"23/06/2024";"Lluvia";"0.0";"1";"L/m2"
"23/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/06/2024";"Temperatura media  atura a 1.5m";"22.58";"1";"ºC"
"24/06/2024";"Lluvia";"0.0";"1";"L/m2"
"24/06/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
