Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Pontevedra-Campolongo";"";""
"10/02/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"10/02/2024";"Temperatura media  atura a 1.5m";"9.56";"1";"ºC"
"11/02/2024";"Lluvia";"4.2";"1";"L/m2"
"11/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"11/02/2024";"Temperatura media  atura a 1.5m";"11.15";"1";"ºC"
"12/02/2024";"Lluvia";"2.1";"1";"L/m2"
"12/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"12/02/2024";"Temperatura media  atura a 1.5m";"14.17";"1";"ºC"
"13/02/2024";"Lluvia";"0.5";"1";"L/m2"
"13/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"13/02/2024";"Temperatura media  atura a 1.5m";"15.18";"1";"ºC"
"14/02/2024";"Lluvia";"1.1";"1";"L/m2"
"14/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"14/02/2024";"Temperatura media  atura a 1.5m";"18.18";"1";"ºC"
"15/02/2024";"Lluvia";"15.6";"1";"L/m2"
"15/02/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"15/02/2024";"Temperatura media  atura a 1.5m";"14.84";"1";"ºC"
"16/02/2024";"Lluvia";"1.1";"1";"L/m2"
"16/02/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"16/02/2024";"Temperatura media  atura a 1.5m";"13.07";"1";"ºC"
"17/02/2024";"Lluvia";"0.0";"1";"L/m2"
"17/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"17/02/2024";"Temperatura media  atura a 1.5m";"12.52";"1";"ºC"
"18/02/2024";"Lluvia";"0.0";"1";"L/m2"
"18/02/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"18/02/2024";"Temperatura media  atura a 1.5m";"13.65";"1";"ºC"
"19/02/2024";"Lluvia";"0.0";"1";"L/m2"
"19/02/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"19/02/2024";"Temperatura media  atura a 1.5m";"16.56";"1";"ºC"
"20/02/2024";"Lluvia";"0.0";"1";"L/m2"
"20/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"20/02/2024";"Temperatura media  atura a 1.5m";"13.94";"1";"ºC"
"21/02/2024";"Lluvia";"0.0";"1";"L/m2"
"21/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"21/02/2024";"Temperatura media  atura a 1.5m";"13.17";"1";"ºC"
"22/02/2024";"Lluvia";"23.4";"1";"L/m2"
"22/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"22/02/2024";"Temperatura media  atura a 1.5m";"12.94";"1";"ºC"
"23/02/2024";"Lluvia";"25.3";"1";"L/m2"
"23/02/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"23/02/2024";"Temperatura media  atura a 1.5m";"9.38";"1";"ºC"
"24/02/2024";"Lluvia";"39.0";"1";"L/m2"
"24/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"24/02/2024";"Temperatura media  atura a 1.5m";"9.91";"1";"ºC"
"25/02/2024";"Lluvia";"43.9";"1";"L/m2"
"25/02/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"25/02/2024";"Temperatura media  atura a 1.5m";"13.71";"1";"ºC"
"26/02/2024";"Lluvia";"5.9";"1";"L/m2"
"26/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"26/02/2024";"Temperatura media  atura a 1.5m";"9.31";"1";"ºC"
"27/02/2024";"Lluvia";"0.0";"1";"L/m2"
"27/02/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"27/02/2024";"Temperatura media  atura a 1.5m";"9.33";"1";"ºC"
"28/02/2024";"Lluvia";"0.0";"1";"L/m2"
"28/02/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"28/02/2024";"Temperatura media  atura a 1.5m";"12.49";"1";"ºC"
"29/02/2024";"Lluvia";"6.6";"1";"L/m2"
"29/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"29/02/2024";"Temperatura media  atura a 1.5m";"11.59";"1";"ºC"
"01/03/2024";"Lluvia";"14.9";"1";"L/m2"
"01/03/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"01/03/2024";"Temperatura media  atura a 1.5m";"11.00";"1";"ºC"
"02/03/2024";"Lluvia";"26.9";"1";"L/m2"
"02/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"02/03/2024";"Temperatura media  atura a 1.5m";"10.18";"1";"ºC"
"03/03/2024";"Lluvia";"12.6";"1";"L/m2"
"03/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"03/03/2024";"Temperatura media  atura a 1.5m";"9.11";"1";"ºC"
"04/03/2024";"Lluvia";"13.3";"1";"L/m2"
"04/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"04/03/2024";"Temperatura media  atura a 1.5m";"12.29";"1";"ºC"
"05/03/2024";"Lluvia";"1.7";"1";"L/m2"
"05/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"05/03/2024";"Temperatura media  atura a 1.5m";"10.07";"1";"ºC"
"06/03/2024";"Lluvia";"0.0";"1";"L/m2"
"06/03/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"06/03/2024";"Temperatura media  atura a 1.5m";"11.78";"1";"ºC"
"07/03/2024";"Lluvia";"11.6";"1";"L/m2"
"07/03/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"07/03/2024";"Temperatura media  atura a 1.5m";"10.65";"1";"ºC"
"08/03/2024";"Lluvia";"44.8";"1";"L/m2"
"08/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"08/03/2024";"Temperatura media  atura a 1.5m";"10.25";"1";"ºC"
"09/03/2024";"Lluvia";"19.7";"1";"L/m2"
"09/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"09/03/2024";"Temperatura media  atura a 1.5m";"9.33";"1";"ºC"
"10/03/2024";"Lluvia";"18.5";"1";"L/m2"
"10/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"10/03/2024";"Temperatura media  atura a 1.5m";"11.47";"1";"ºC"
"11/03/2024";"Lluvia";"1.5";"1";"L/m2"
"11/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"11/03/2024";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"12/03/2024";"Lluvia";"0.0";"1";"L/m2"
"12/03/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"12/03/2024";"Temperatura media  atura a 1.5m";"12.77";"1";"ºC"
"13/03/2024";"Lluvia";"0.0";"1";"L/m2"
"13/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"13/03/2024";"Temperatura media  atura a 1.5m";"13.45";"1";"ºC"
"14/03/2024";"Lluvia";"9.7";"1";"L/m2"
"14/03/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"14/03/2024";"Temperatura media  atura a 1.5m";"14.17";"1";"ºC"
"15/03/2024";"Lluvia";"0.0";"1";"L/m2"
"15/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"15/03/2024";"Temperatura media  atura a 1.5m";"14.44";"1";"ºC"
"16/03/2024";"Lluvia";"2.8";"1";"L/m2"
"16/03/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"16/03/2024";"Temperatura media  atura a 1.5m";"14.87";"1";"ºC"
"17/03/2024";"Lluvia";"0.0";"1";"L/m2"
"17/03/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"17/03/2024";"Temperatura media  atura a 1.5m";"15.89";"1";"ºC"
"18/03/2024";"Lluvia";"0.0";"1";"L/m2"
"18/03/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"18/03/2024";"Temperatura media  atura a 1.5m";"15.34";"1";"ºC"
"19/03/2024";"Lluvia";"0.0";"1";"L/m2"
"19/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"19/03/2024";"Temperatura media  atura a 1.5m";"12.72";"1";"ºC"
"20/03/2024";"Lluvia";"0.0";"1";"L/m2"
"20/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"20/03/2024";"Temperatura media  atura a 1.5m";"11.94";"1";"ºC"
"21/03/2024";"Lluvia";"0.0";"1";"L/m2"
"21/03/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"21/03/2024";"Temperatura media  atura a 1.5m";"19.10";"1";"ºC"
"22/03/2024";"Lluvia";"0.0";"1";"L/m2"
"22/03/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"22/03/2024";"Temperatura media  atura a 1.5m";"19.09";"1";"ºC"
"23/03/2024";"Lluvia";"0.0";"1";"L/m2"
"23/03/2024";"Humedad relativa media a 1.5m";"48";"1";"%"
"23/03/2024";"Temperatura media  atura a 1.5m";"18.26";"1";"ºC"
"24/03/2024";"Lluvia";"0.0";"1";"L/m2"
"24/03/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"24/03/2024";"Temperatura media  atura a 1.5m";"15.87";"1";"ºC"
"25/03/2024";"Lluvia";"2.4";"1";"L/m2"
"25/03/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"25/03/2024";"Temperatura media  atura a 1.5m";"10.26";"1";"ºC"
"26/03/2024";"Lluvia";"25.1";"1";"L/m2"
"26/03/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"26/03/2024";"Temperatura media  atura a 1.5m";"7.79";"1";"ºC"
"27/03/2024";"Lluvia";"21.5";"1";"L/m2"
"27/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"27/03/2024";"Temperatura media  atura a 1.5m";"10.85";"1";"ºC"
"28/03/2024";"Lluvia";"12.3";"1";"L/m2"
"28/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"28/03/2024";"Temperatura media  atura a 1.5m";"10.10";"1";"ºC"
"29/03/2024";"Lluvia";"16.3";"1";"L/m2"
"29/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/03/2024";"Temperatura media  atura a 1.5m";"10.39";"1";"ºC"
"30/03/2024";"Lluvia";"13.5";"1";"L/m2"
"30/03/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"30/03/2024";"Temperatura media  atura a 1.5m";"8.96";"1";"ºC"
"31/03/2024";"Lluvia";"7.4";"1";"L/m2"
"31/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"31/03/2024";"Temperatura media  atura a 1.5m";"9.70";"1";"ºC"
"01/04/2024";"Lluvia";"5.0";"1";"L/m2"
"01/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"01/04/2024";"Temperatura media  atura a 1.5m";"12.49";"1";"ºC"
"02/04/2024";"Lluvia";"28.0";"1";"L/m2"
"02/04/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"02/04/2024";"Temperatura media  atura a 1.5m";"13.94";"1";"ºC"
"03/04/2024";"Lluvia";"1.2";"1";"L/m2"
"03/04/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"03/04/2024";"Temperatura media  atura a 1.5m";"16.10";"1";"ºC"
"04/04/2024";"Lluvia";"0.0";"1";"L/m2"
"04/04/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"04/04/2024";"Temperatura media  atura a 1.5m";"16.51";"1";"ºC"
"05/04/2024";"Lluvia";"4.6";"1";"L/m2"
"05/04/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"05/04/2024";"Temperatura media  atura a 1.5m";"19.75";"1";"ºC"
"06/04/2024";"Lluvia";"9.9";"1";"L/m2"
"06/04/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"06/04/2024";"Temperatura media  atura a 1.5m";"15.32";"1";"ºC"
"07/04/2024";"Lluvia";"0.4";"1";"L/m2"
"07/04/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"07/04/2024";"Temperatura media  atura a 1.5m";"13.70";"1";"ºC"
"08/04/2024";"Lluvia";"21.6";"1";"L/m2"
"08/04/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/04/2024";"Temperatura media  atura a 1.5m";"12.29";"1";"ºC"
"09/04/2024";"Lluvia";"0.0";"1";"L/m2"
"09/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"09/04/2024";"Temperatura media  atura a 1.5m";"11.32";"1";"ºC"
"10/04/2024";"Lluvia";"0.0";"1";"L/m2"
"10/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"10/04/2024";"Temperatura media  atura a 1.5m";"13.86";"1";"ºC"
"11/04/2024";"Lluvia";"0.0";"1";"L/m2"
"11/04/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"11/04/2024";"Temperatura media  atura a 1.5m";"17.78";"1";"ºC"
"12/04/2024";"Lluvia";"0.0";"1";"L/m2"
"12/04/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"12/04/2024";"Temperatura media  atura a 1.5m";"20.34";"1";"ºC"
"13/04/2024";"Lluvia";"0.0";"1";"L/m2"
"13/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"13/04/2024";"Temperatura media  atura a 1.5m";"18.56";"1";"ºC"
"14/04/2024";"Lluvia";"0.0";"1";"L/m2"
"14/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"14/04/2024";"Temperatura media  atura a 1.5m";"19.26";"1";"ºC"
"15/04/2024";"Lluvia";"0.0";"1";"L/m2"
"15/04/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"15/04/2024";"Temperatura media  atura a 1.5m";"17.44";"1";"ºC"
"16/04/2024";"Lluvia";"0.0";"1";"L/m2"
"16/04/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"16/04/2024";"Temperatura media  atura a 1.5m";"16.26";"1";"ºC"
"17/04/2024";"Lluvia";"0.0";"1";"L/m2"
"17/04/2024";"Humedad relativa media a 1.5m";"49";"1";"%"
"17/04/2024";"Temperatura media  atura a 1.5m";"16.74";"1";"ºC"
"18/04/2024";"Lluvia";"0.0";"1";"L/m2"
"18/04/2024";"Humedad relativa media a 1.5m";"50";"1";"%"
"18/04/2024";"Temperatura media  atura a 1.5m";"18.32";"1";"ºC"
"19/04/2024";"Lluvia";"0.0";"1";"L/m2"
"19/04/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"19/04/2024";"Temperatura media  atura a 1.5m";"18.47";"1";"ºC"
"20/04/2024";"Lluvia";"0.0";"1";"L/m2"
"20/04/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"20/04/2024";"Temperatura media  atura a 1.5m";"17.26";"1";"ºC"
"21/04/2024";"Lluvia";"0.0";"1";"L/m2"
"21/04/2024";"Humedad relativa media a 1.5m";"53";"1";"%"
"21/04/2024";"Temperatura media  atura a 1.5m";"18.51";"1";"ºC"
"22/04/2024";"Lluvia";"0.0";"1";"L/m2"
"22/04/2024";"Humedad relativa media a 1.5m";"43";"1";"%"
"22/04/2024";"Temperatura media  atura a 1.5m";"17.31";"1";"ºC"
"23/04/2024";"Lluvia";"0.0";"1";"L/m2"
"23/04/2024";"Humedad relativa media a 1.5m";"45";"1";"%"
"23/04/2024";"Temperatura media  atura a 1.5m";"15.45";"1";"ºC"
"24/04/2024";"Lluvia";"0.0";"1";"L/m2"
"24/04/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"24/04/2024";"Temperatura media  atura a 1.5m";"15.10";"1";"ºC"
"25/04/2024";"Lluvia";"1.3";"1";"L/m2"
"25/04/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"25/04/2024";"Temperatura media  atura a 1.5m";"13.48";"1";"ºC"
"26/04/2024";"Lluvia";"18.7";"1";"L/m2"
"26/04/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"26/04/2024";"Temperatura media  atura a 1.5m";"11.44";"1";"ºC"
"27/04/2024";"Lluvia";"6.9";"1";"L/m2"
"27/04/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"27/04/2024";"Temperatura media  atura a 1.5m";"10.84";"1";"ºC"
"28/04/2024";"Lluvia";"0.0";"1";"L/m2"
"28/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"28/04/2024";"Temperatura media  atura a 1.5m";"11.68";"1";"ºC"
"29/04/2024";"Lluvia";"0.0";"1";"L/m2"
"29/04/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"29/04/2024";"Temperatura media  atura a 1.5m";"12.06";"1";"ºC"
"30/04/2024";"Lluvia";"10.0";"1";"L/m2"
"30/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"30/04/2024";"Temperatura media  atura a 1.5m";"13.17";"1";"ºC"
"01/05/2024";"Lluvia";"13.0";"1";"L/m2"
"01/05/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"01/05/2024";"Temperatura media  atura a 1.5m";"10.40";"1";"ºC"
"02/05/2024";"Lluvia";"16.0";"1";"L/m2"
"02/05/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"02/05/2024";"Temperatura media  atura a 1.5m";"12.13";"1";"ºC"
"03/05/2024";"Lluvia";"24.2";"1";"L/m2"
"03/05/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"03/05/2024";"Temperatura media  atura a 1.5m";"13.87";"1";"ºC"
"04/05/2024";"Lluvia";"28.7";"1";"L/m2"
"04/05/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"04/05/2024";"Temperatura media  atura a 1.5m";"15.71";"1";"ºC"
"05/05/2024";"Lluvia";"25.7";"1";"L/m2"
"05/05/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"05/05/2024";"Temperatura media  atura a 1.5m";"14.95";"1";"ºC"
"06/05/2024";"Lluvia";"0.0";"1";"L/m2"
"06/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"06/05/2024";"Temperatura media  atura a 1.5m";"13.39";"1";"ºC"
"07/05/2024";"Lluvia";"0.0";"1";"L/m2"
"07/05/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"07/05/2024";"Temperatura media  atura a 1.5m";"17.48";"1";"ºC"
"08/05/2024";"Lluvia";"0.0";"1";"L/m2"
"08/05/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"08/05/2024";"Temperatura media  atura a 1.5m";"20.05";"1";"ºC"
"09/05/2024";"Lluvia";"0.0";"1";"L/m2"
"09/05/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"09/05/2024";"Temperatura media  atura a 1.5m";"19.44";"1";"ºC"
"10/05/2024";"Lluvia";"0.0";"1";"L/m2"
"10/05/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"10/05/2024";"Temperatura media  atura a 1.5m";"19.62";"1";"ºC"
"11/05/2024";"Lluvia";"0.0";"1";"L/m2"
"11/05/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"11/05/2024";"Temperatura media  atura a 1.5m";"18.18";"1";"ºC"
"12/05/2024";"Lluvia";"0.0";"1";"L/m2"
"12/05/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"12/05/2024";"Temperatura media  atura a 1.5m";"16.38";"1";"ºC"
"13/05/2024";"Lluvia";"16.2";"1";"L/m2"
"13/05/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"13/05/2024";"Temperatura media  atura a 1.5m";"15.05";"1";"ºC"
"14/05/2024";"Lluvia";"2.6";"1";"L/m2"
"14/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"14/05/2024";"Temperatura media  atura a 1.5m";"14.11";"1";"ºC"
"15/05/2024";"Lluvia";"5.7";"1";"L/m2"
"15/05/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"15/05/2024";"Temperatura media  atura a 1.5m";"13.04";"1";"ºC"
"16/05/2024";"Lluvia";"15.1";"1";"L/m2"
"16/05/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"16/05/2024";"Temperatura media  atura a 1.5m";"12.94";"1";"ºC"
"17/05/2024";"Lluvia";"4.1";"1";"L/m2"
"17/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"17/05/2024";"Temperatura media  atura a 1.5m";"14.30";"1";"ºC"
"18/05/2024";"Lluvia";"5.5";"1";"L/m2"
"18/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"18/05/2024";"Temperatura media  atura a 1.5m";"15.38";"1";"ºC"
"19/05/2024";"Lluvia";"2.4";"1";"L/m2"
"19/05/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"19/05/2024";"Temperatura media  atura a 1.5m";"14.51";"1";"ºC"
"20/05/2024";"Lluvia";"0.0";"1";"L/m2"
"20/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"20/05/2024";"Temperatura media  atura a 1.5m";"15.44";"1";"ºC"
"21/05/2024";"Lluvia";"13.1";"1";"L/m2"
"21/05/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"21/05/2024";"Temperatura media  atura a 1.5m";"15.23";"1";"ºC"
"22/05/2024";"Lluvia";"10.2";"1";"L/m2"
"22/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"22/05/2024";"Temperatura media  atura a 1.5m";"15.80";"1";"ºC"
"23/05/2024";"Lluvia";"0.0";"1";"L/m2"
"23/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"23/05/2024";"Temperatura media  atura a 1.5m";"15.56";"1";"ºC"
"24/05/2024";"Lluvia";"0.0";"1";"L/m2"
"24/05/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"24/05/2024";"Temperatura media  atura a 1.5m";"16.35";"1";"ºC"
"25/05/2024";"Lluvia";"11.6";"1";"L/m2"
"25/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"25/05/2024";"Temperatura media  atura a 1.5m";"15.19";"1";"ºC"
"26/05/2024";"Lluvia";"0.0";"1";"L/m2"
"26/05/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"26/05/2024";"Temperatura media  atura a 1.5m";"16.61";"1";"ºC"
"27/05/2024";"Lluvia";"0.0";"1";"L/m2"
"27/05/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"27/05/2024";"Temperatura media  atura a 1.5m";"17.03";"1";"ºC"
"28/05/2024";"Lluvia";"0.0";"1";"L/m2"
"28/05/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"28/05/2024";"Temperatura media  atura a 1.5m";"17.94";"1";"ºC"
"29/05/2024";"Lluvia";"0.0";"1";"L/m2"
"29/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"29/05/2024";"Temperatura media  atura a 1.5m";"20.03";"1";"ºC"
"30/05/2024";"Lluvia";"0.0";"1";"L/m2"
"30/05/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"30/05/2024";"Temperatura media  atura a 1.5m";"22.33";"1";"ºC"
"31/05/2024";"Lluvia";"0.0";"1";"L/m2"
"31/05/2024";"Humedad relativa media a 1.5m";"46";"1";"%"
"31/05/2024";"Temperatura media  atura a 1.5m";"20.98";"1";"ºC"
"01/06/2024";"Lluvia";"0.0";"1";"L/m2"
"01/06/2024";"Humedad relativa media a 1.5m";"49";"1";"%"
"01/06/2024";"Temperatura media  atura a 1.5m";"21.39";"1";"ºC"
"02/06/2024";"Lluvia";"0.0";"1";"L/m2"
"02/06/2024";"Humedad relativa media a 1.5m";"50";"1";"%"
"02/06/2024";"Temperatura media  atura a 1.5m";"21.95";"1";"ºC"
"03/06/2024";"Lluvia";"0.0";"1";"L/m2"
"03/06/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"03/06/2024";"Temperatura media  atura a 1.5m";"22.30";"1";"ºC"
"04/06/2024";"Lluvia";"0.0";"1";"L/m2"
"04/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"04/06/2024";"Temperatura media  atura a 1.5m";"19.76";"1";"ºC"
"05/06/2024";"Lluvia";"0.0";"1";"L/m2"
"05/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"05/06/2024";"Temperatura media  atura a 1.5m";"17.86";"1";"ºC"
"06/06/2024";"Lluvia";"0.0";"1";"L/m2"
"06/06/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"06/06/2024";"Temperatura media  atura a 1.5m";"20.65";"1";"ºC"
"07/06/2024";"Lluvia";"3.1";"1";"L/m2"
"07/06/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"07/06/2024";"Temperatura media  atura a 1.5m";"24.08";"1";"ºC"
"08/06/2024";"Lluvia";"0.4";"1";"L/m2"
"08/06/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"08/06/2024";"Temperatura media  atura a 1.5m";"20.05";"1";"ºC"
"09/06/2024";"Lluvia";"0.0";"1";"L/m2"
"09/06/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"09/06/2024";"Temperatura media  atura a 1.5m";"18.86";"1";"ºC"
"10/06/2024";"Lluvia";"0.0";"1";"L/m2"
"10/06/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"10/06/2024";"Temperatura media  atura a 1.5m";"19.29";"1";"ºC"
"11/06/2024";"Lluvia";"0.0";"1";"L/m2"
"11/06/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"11/06/2024";"Temperatura media  atura a 1.5m";"19.10";"1";"ºC"
"12/06/2024";"Lluvia";"0.0";"1";"L/m2"
"12/06/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"12/06/2024";"Temperatura media  atura a 1.5m";"18.81";"1";"ºC"
"13/06/2024";"Lluvia";"5.6";"1";"L/m2"
"13/06/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"13/06/2024";"Temperatura media  atura a 1.5m";"16.16";"1";"ºC"
"14/06/2024";"Lluvia";"8.4";"1";"L/m2"
"14/06/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"14/06/2024";"Temperatura media  atura a 1.5m";"17.39";"1";"ºC"
"15/06/2024";"Lluvia";"1.5";"1";"L/m2"
"15/06/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"15/06/2024";"Temperatura media  atura a 1.5m";"16.91";"1";"ºC"
"16/06/2024";"Lluvia";"5.5";"1";"L/m2"
"16/06/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"16/06/2024";"Temperatura media  atura a 1.5m";"17.42";"1";"ºC"
"17/06/2024";"Lluvia";"11.5";"1";"L/m2"
"17/06/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"17/06/2024";"Temperatura media  atura a 1.5m";"17.99";"1";"ºC"
"18/06/2024";"Lluvia";"4.8";"1";"L/m2"
"18/06/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"18/06/2024";"Temperatura media  atura a 1.5m";"17.31";"1";"ºC"
"19/06/2024";"Lluvia";"0.0";"1";"L/m2"
"19/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"19/06/2024";"Temperatura media  atura a 1.5m";"17.58";"1";"ºC"
"20/06/2024";"Lluvia";"0.0";"1";"L/m2"
"20/06/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"20/06/2024";"Temperatura media  atura a 1.5m";"17.38";"1";"ºC"
"21/06/2024";"Lluvia";"0.0";"1";"L/m2"
"21/06/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"21/06/2024";"Temperatura media  atura a 1.5m";"16.43";"1";"ºC"
"22/06/2024";"Lluvia";"0.0";"1";"L/m2"
"22/06/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"22/06/2024";"Temperatura media  atura a 1.5m";"18.96";"1";"ºC"
"23/06/2024";"Lluvia";"0.0";"1";"L/m2"
"23/06/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"23/06/2024";"Temperatura media  atura a 1.5m";"22.89";"1";"ºC"
"24/06/2024";"Lluvia";"0.0";"1";"L/m2"
"24/06/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
